train_loss,val_loss,train_acc,val_acc,lr
0.8219570075969078,0.826299511893862,0.6881452474190103,0.6638176638176638,0.001
0.6941176060469136,0.6300871137879852,0.7402990388038447,0.7934472934472935,0.0009993154526099096
0.6743729132038285,0.6340322179502231,0.7472410110359559,0.7749287749287749,0.0009972636867364524
0.6739308529899145,0.6333096658232545,0.7477750088999644,0.7749287749287749,0.0009938503261272711
0.6491202895392638,0.6021420618153026,0.7509789960840156,0.7891737891737892,0.0009890847265665358
0.3636157179202244,0.10636861448208046,0.8686365254538981,0.9658119658119658,0.0001
0.18426276920799295,0.054900519201595686,0.9337842648629405,0.9857549857549858,9.991625383442778e-05
0.1017077890228982,0.14300103999338457,0.9658241367034532,0.9316239316239316,9.966529870822618e-05
0.08393017213463623,0.03200516556568834,0.9711641153435386,0.99002849002849,9.92479837741043e-05
0.06618974243626664,0.05265782008338059,0.9786400854396582,0.9857549857549858,9.866572109370128e-05
0.05461414180820735,0.046024279096037034,0.9829120683517266,0.9886039886039886,9.792048085961669e-05
0.05695115246564942,0.07472915715075124,0.9818440726237095,0.9786324786324786,9.701478472890245e-05
0.04718178682280323,0.04659751617361541,0.9871840512637949,0.9843304843304843,9.595169729057355e-05
0.035853903038448494,0.017620876525338655,0.9896760412958349,0.9914529914529915,9.47348156960089e-05
0.04322611988329109,0.04836366674555345,0.9868280526877893,0.9814814814814815,9.336825748732971e-05
0.03770572988535975,0.048204381059601106,0.9862940548237807,0.9829059829059829,9.185664666494034e-05
0.030576380226621614,0.03430031320705921,0.9905660377358491,0.99002849002849,9.020509804137466e-05
0.0368618433473217,0.03309124225115168,0.9887860448558206,0.9928774928774928,8.841919993438939e-05
0.03145296399919898,0.04048301609327545,0.9891420434318263,0.99002849002849,8.650499525786589e-05
0.01901099468653022,0.03376261431505561,0.9937700249199003,0.9914529914529915,8.446896107450231e-05
0.028430131331238027,0.01660476918352982,0.9916340334638661,0.9943019943019943,8.23179866794837e-05
0.02216422140201852,0.06061267172432011,0.9925240299038803,0.9843304843304843,8.00593502892879e-05
0.021809795307370802,0.025860815519189714,0.9939480242079032,0.99002849002849,7.770069441450488e-05
0.01861381896301044,0.02240244662937154,0.9950160199359203,0.9957264957264957,7.524999999999999e-05
0.012997725437742915,0.05441495961753235,0.9953720185119259,0.9871794871794872,7.271555941992287e-05
0.008368335031301636,0.021906602025365728,0.9980420078319687,0.9928774928774928,7.010594841893825e-05
0.025283201426165487,0.036624804148946685,0.9928800284798861,0.9914529914529915,6.74299970946206e-05
0.011695396643097246,0.00600828535662338,0.9959060163759345,0.9971509971509972,6.469676001919896e-05
0.009143034131188367,0.006904308989184512,0.9971520113919544,0.9971509971509972,6.191548560175078e-05
0.01317673079479183,0.019458337872200575,0.9957280170879317,0.9928774928774928,5.909558479451305e-05
0.009056800359869893,0.03253727827351138,0.9967960128159488,0.9914529914529915,5.624659924919889e-05
0.008624950499942215,0.017944482196142895,0.9967960128159488,0.9928774928774928,5.3378169031068544e-05
0.009214642668285696,0.07757124195786101,0.9969740121039515,0.9871794871794872,5.0499999999999994e-05
0.008829088443090811,0.007020271282842545,0.9971520113919544,0.9957264957264957,4.7621830968931445e-05
0.005479870846590713,0.009955337384421718,0.9980420078319687,0.9971509971509972,4.4753400750801105e-05
0.00577900028486246,0.010429238058828061,0.99875400498398,0.9971509971509972,4.190441520548696e-05
0.009700890432029086,0.015229166256885585,0.9967960128159488,0.9957264957264957,3.908451439824921e-05
0.00871597662431191,0.003963937486781834,0.9975080099679601,0.9985754985754985,3.6303239980801034e-05
0.0019559320519482327,0.0034634198775723704,0.9992880028479886,0.9985754985754985,3.35700029053794e-05
0.0038300179338376,0.015860847680472988,0.9980420078319687,0.9928774928774928,3.0894051581061734e-05
0.001884162226916613,0.007964727835338907,0.9992880028479886,0.9957264957264957,2.828444058007712e-05
0.003187952197137607,0.016528524733602477,0.9985760056959773,0.9914529914529915,2.575000000000001e-05
0.004284589607245313,0.006734505120925765,0.9985760056959773,0.9957264957264957,2.32993055854951e-05
0.0020439945188763116,0.008632280069331325,0.99875400498398,0.9971509971509972,2.094064971071209e-05
0.0029331364995894556,0.014817418008899252,0.9989320042719829,0.9957264957264957,1.86820133205163e-05
0.002013928684144124,0.02450985783031325,0.9989320042719829,0.9943019943019943,1.653103892549769e-05
0.0016392293558409109,0.01626037506441941,0.9994660021359915,0.9928774928774928,1.4495004742134102e-05
0.0017371964329556515,0.012978734164145104,0.9991100035599858,0.9957264957264957,1.2580800065610576e-05
0.0011378038042509917,0.00444931843601142,0.9992880028479886,0.9985754985754985,1.0794901958625328e-05
0.0014155105288785057,0.0038600070333664072,0.9992880028479886,0.9985754985754985,9.143353335059653e-06
0.000670092736494421,0.004393066905613149,0.9998220007119971,0.9985754985754985,7.631742512670283e-06
0.001410340653991313,0.0015731977518765134,0.9994660021359915,1.0,6.265184303991097e-06
0.0013090221157286623,0.0025710312487044165,0.9992880028479886,1.0,5.048302709426436e-06
0.0016207152523352406,0.0037412574866229646,0.9992880028479886,0.9971509971509972,3.985215271097538e-06
0.000656771345565115,0.002164002277483747,0.9996440014239943,1.0,3.0795191403833047e-06
0.0016737547394088989,0.0034677186684495057,0.9991100035599858,0.9971509971509972,2.3342789062987216e-06
0.0017014116038883218,0.0019350093663056682,0.9994660021359915,1.0,1.752016225895703e-06
0.0015006236640233163,0.0022175414006479163,0.9994660021359915,1.0,1.3347012917738203e-06
0.0012932887362913361,0.0021588975094607157,0.9992880028479886,1.0,1.0837461655722253e-06
0.0006952541288864685,0.001672174991966165,0.9998220007119971,1.0,1e-06
