Class,Precision,Recall,F1-Score,Accuracy,Support
glioma,0.9937888198757764,0.9876543209876543,0.9907120743034056,0.9876543209876543,162
healthy,1.0,1.0,1.0,1.0,200
meningioma,0.9821428571428571,1.0,0.990990990990991,1.0,165
pituitary,1.0,0.9886363636363636,0.9942857142857143,0.9886363636363636,176
